Emp_ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
emp9381,0.93,0.73,4,156,2,0,0,0,support,low
emp9382,0.32,0.64,3,151,3,0,0,0,support,low
emp9383,0.12,0.9,3,200,3,0,0,0,support,low
emp9384,0.5,0.5,3,184,3,1,0,0,support,low
emp9385,0.57,0.74,3,257,2,0,0,0,support,low
emp9386,0.25,0.75,5,194,5,1,0,0,support,low
emp9387,0.98,0.56,3,139,2,1,0,0,support,low
emp9388,0.81,0.51,3,273,2,1,0,0,support,low
emp9389,0.94,0.63,5,261,3,0,0,0,support,low
emp9390,0.83,0.57,3,135,3,1,0,0,support,low
emp9391,0.77,0.4,4,207,5,0,0,0,support,low
emp9392,0.57,0.65,4,265,3,0,0,0,technical,low
emp9393,0.18,0.96,5,208,6,0,0,0,technical,medium
emp9394,0.67,0.71,4,159,2,1,0,0,technical,medium
emp9395,0.35,0.47,4,151,6,0,0,0,management,medium
emp9396,0.78,0.44,3,97,4,0,0,0,IT,medium
emp9397,0.72,0.79,4,154,3,0,0,0,IT,medium
emp9398,0.9,0.58,3,264,3,0,0,0,IT,medium
emp9399,0.58,0.49,3,135,2,0,0,0,IT,medium
emp9400,0.64,0.56,3,238,2,0,0,0,IT,medium
emp9401,0.91,0.79,4,166,3,0,0,0,product_mng,medium
emp9402,0.59,0.51,3,156,3,0,0,0,product_mng,medium
emp9403,0.76,0.8,3,202,3,0,0,0,product_mng,medium
emp9404,0.76,0.85,3,204,2,1,0,0,product_mng,medium
emp9405,0.51,0.69,3,135,3,0,0,0,IT,medium
emp9406,0.54,0.55,4,252,3,0,0,0,RandD,medium
emp9407,0.67,0.93,5,254,3,1,0,0,RandD,medium
emp9408,0.68,0.44,5,165,3,0,0,0,RandD,medium
emp9409,0.97,0.58,3,200,2,0,0,0,RandD,medium
emp9410,0.5,0.74,3,155,3,0,0,0,RandD,medium
emp9411,0.81,0.52,3,162,3,0,0,0,marketing,medium
emp9412,0.77,0.73,4,159,3,1,0,0,sales,medium
emp9413,0.59,0.75,4,266,3,0,0,0,accounting,medium
emp9414,1,0.96,4,155,3,0,0,0,support,medium
emp9415,0.74,0.95,5,170,4,0,0,0,technical,medium
emp9416,0.91,0.52,4,172,4,1,0,0,management,high
emp9417,0.77,0.65,3,187,3,0,0,0,marketing,low
emp9418,0.79,0.98,4,185,2,0,0,0,marketing,medium
emp9419,0.82,0.51,5,232,3,0,0,0,marketing,medium
emp9420,0.89,0.96,5,260,3,0,0,0,sales,low
emp9421,0.83,0.62,4,218,3,0,0,0,sales,low
emp9422,0.72,0.7,4,217,3,0,0,0,sales,low
emp9423,0.7,0.74,3,212,3,0,0,0,sales,low
emp9424,1,0.89,3,189,3,0,0,0,sales,low
emp9425,0.57,0.66,4,158,2,0,0,0,sales,low
emp9426,0.55,0.54,5,168,2,0,0,0,sales,low
emp9427,0.47,0.7,4,134,3,0,0,0,sales,low
emp9428,0.95,0.77,4,213,3,1,0,0,sales,low
emp9429,0.29,0.57,5,149,3,0,0,0,sales,low
emp9430,0.71,0.5,3,201,2,0,0,0,sales,low
emp9431,0.89,0.68,4,146,3,0,0,0,sales,low
emp9432,0.81,0.97,4,212,2,0,0,0,sales,low
emp9433,0.72,0.64,4,140,2,0,0,0,sales,low
emp9434,1,0.85,4,156,3,0,0,0,sales,low
emp9435,0.79,0.49,4,163,3,0,0,0,sales,high
emp9436,0.69,0.84,3,154,2,0,0,0,sales,low
emp9437,0.97,0.66,4,218,3,0,0,0,sales,high
emp9438,0.61,0.59,3,157,2,0,0,0,sales,high
emp9439,0.71,0.89,3,222,3,0,0,0,accounting,low
emp9440,0.96,0.76,4,152,3,1,0,0,accounting,low
emp9441,0.77,0.73,5,263,2,0,0,0,accounting,high
emp9442,0.57,0.99,3,231,3,0,0,0,hr,low
emp9443,0.92,0.76,4,258,2,0,0,0,hr,medium
emp9444,0.99,0.92,5,213,2,0,0,0,hr,high
emp9445,0.86,0.73,3,159,3,0,0,0,hr,medium
emp9446,0.78,0.66,4,156,3,1,0,0,technical,low
emp9447,0.85,0.66,3,235,3,0,0,0,technical,low
emp9448,0.38,0.6,4,190,2,0,0,0,technical,low
emp9449,0.63,0.93,4,238,2,0,0,0,technical,low
emp9450,0.66,0.72,4,137,3,0,0,0,technical,low
emp9451,0.19,0.79,5,171,3,1,0,0,technical,low
emp9452,0.63,0.59,4,249,2,0,0,0,technical,low
emp9453,0.32,0.74,6,205,3,0,0,0,technical,low
emp9454,0.73,0.55,3,149,3,0,0,0,technical,low
emp9455,0.75,0.89,4,139,3,0,0,0,technical,low
emp9456,0.7,0.66,4,168,3,0,0,0,technical,low
emp9457,0.77,0.61,4,181,2,0,0,0,support,low
emp9458,0.83,0.8,4,150,3,0,0,0,support,low
emp9459,0.75,0.49,4,246,3,0,0,0,support,low
emp9460,0.97,0.54,3,271,3,0,0,0,support,medium
emp9461,0.75,0.55,5,204,3,0,0,0,support,low
emp9462,0.66,0.84,3,170,4,0,0,0,support,low
emp9463,0.56,0.49,3,208,3,0,0,0,support,low
emp9464,0.77,0.98,2,226,3,0,0,0,support,low
emp9465,0.82,0.81,3,149,3,0,0,0,support,low
emp9466,0.85,0.59,2,264,2,0,0,0,support,low
emp9467,0.49,0.79,5,177,2,0,0,0,support,low
emp9468,0.24,0.87,4,262,3,0,0,0,technical,low
emp9469,0.32,0.74,3,211,3,0,0,0,technical,low
emp9470,0.77,0.51,4,141,3,1,0,0,technical,low
emp9471,0.77,0.83,5,197,4,0,0,0,management,high
emp9472,0.93,0.87,3,154,3,1,0,0,IT,low
emp9473,0.22,0.74,5,178,5,0,0,0,IT,low
emp9474,0.24,0.89,5,169,4,0,0,0,IT,low
emp9475,0.99,0.99,3,228,4,0,0,0,IT,low
emp9476,0.61,0.5,3,231,3,0,0,0,IT,high
emp9477,0.6,0.91,4,185,3,1,0,0,product_mng,low
emp9478,0.79,0.7,3,195,2,0,0,0,product_mng,low
emp9479,0.94,0.62,3,147,3,0,0,0,product_mng,low
emp9480,0.18,0.85,5,192,3,0,0,0,product_mng,high
emp9481,0.51,0.73,5,241,3,0,0,0,IT,low
emp9482,0.55,0.92,3,151,3,0,0,0,RandD,medium
emp9483,0.73,0.74,3,221,3,0,0,0,RandD,high
emp9484,0.41,0.63,5,263,3,0,0,0,RandD,medium
emp9485,0.88,0.66,3,178,3,0,0,0,RandD,high
emp9486,0.23,0.56,5,169,5,0,0,0,RandD,medium
emp9487,0.78,0.56,3,271,4,0,0,0,marketing,medium
emp9488,0.34,0.69,3,155,3,0,0,0,marketing,medium
emp9489,0.51,0.41,2,164,4,0,0,0,sales,medium
emp9490,0.8,0.86,3,226,2,0,0,0,accounting,medium
emp9491,0.66,0.57,4,220,2,1,0,0,support,medium
emp9492,0.62,0.63,5,153,6,0,0,0,technical,medium
emp9493,0.5,0.97,2,252,4,0,0,0,management,medium
emp9494,0.96,0.94,3,182,3,0,0,0,marketing,high
emp9495,0.5,0.84,3,150,2,0,0,0,marketing,low
emp9496,0.73,0.69,6,273,4,1,0,0,marketing,medium
emp9497,0.47,0.39,6,215,5,0,0,0,sales,medium
emp9498,0.49,0.83,3,172,2,0,0,0,sales,medium
emp9499,0.92,0.62,3,264,2,0,0,0,sales,medium
emp9500,0.24,0.39,5,158,2,0,0,0,sales,medium
emp9501,0.61,0.58,4,142,4,0,0,0,sales,medium
emp9502,0.83,0.89,4,137,3,0,0,0,sales,medium
emp9503,0.88,0.66,4,275,3,0,0,0,sales,medium
emp9504,0.61,0.55,3,245,3,0,0,0,sales,medium
emp9505,0.68,0.54,4,165,4,0,0,0,sales,high
emp9506,0.51,0.7,4,142,4,1,0,0,sales,low
emp9507,0.88,0.58,4,215,2,0,0,0,sales,low
emp9508,0.94,0.84,5,240,3,0,0,0,sales,low
emp9509,0.58,0.88,4,255,3,0,0,0,sales,high
emp9510,0.63,0.98,4,265,3,0,0,0,sales,low
emp9511,0.81,0.49,4,285,4,0,0,0,sales,low
emp9512,0.61,0.86,3,238,2,0,0,0,sales,low
emp9513,0.65,0.63,3,137,3,0,0,0,sales,high
emp9514,0.67,0.63,3,270,5,0,0,0,sales,low
emp9515,0.64,0.62,4,145,3,1,0,0,sales,low
emp9516,0.25,0.76,6,182,3,0,0,0,accounting,low
emp9517,0.13,0.62,3,264,6,0,0,0,accounting,low
emp9518,0.14,0.89,3,212,6,0,0,0,accounting,low
emp9519,0.74,0.51,5,198,3,0,0,0,hr,low
emp9520,0.8,0.81,5,200,3,0,0,0,hr,low
emp9521,0.5,0.56,3,263,4,0,0,0,hr,medium
emp9522,0.69,0.75,4,249,4,0,0,0,hr,medium
emp9523,0.91,0.53,4,212,3,0,0,0,technical,low
emp9524,0.8,0.51,3,159,3,0,0,0,technical,low
emp9525,0.93,0.52,3,181,3,0,0,0,technical,low
emp9526,0.57,0.99,3,100,4,1,0,0,technical,low
emp9527,0.51,0.58,2,218,2,1,0,0,technical,low
emp9528,0.98,0.54,4,178,3,0,0,0,technical,low
emp9529,0.85,0.83,4,219,3,0,0,0,technical,low
emp9530,0.73,0.56,5,239,3,0,0,0,technical,low
emp9531,0.97,0.9,3,255,2,0,0,0,technical,low
emp9532,0.52,0.61,4,163,2,0,0,0,technical,low
emp9533,0.31,0.38,3,173,2,0,0,0,technical,low
emp9534,0.49,0.77,3,147,3,0,0,0,support,low
emp9535,0.81,0.44,4,166,4,1,0,0,support,low
emp9536,0.52,0.8,5,209,2,0,0,0,support,low
emp9537,0.69,0.56,5,271,3,0,0,0,support,low
emp9538,0.7,0.74,3,253,4,1,0,0,support,low
emp9539,0.65,0.85,4,233,2,0,0,0,support,low
emp9540,0.54,0.71,2,194,2,0,0,0,support,low
emp9541,0.57,0.49,2,237,2,0,0,0,support,low
emp9542,0.78,0.9,4,238,2,0,0,0,support,low
emp9543,0.99,0.92,4,212,3,0,0,0,support,low
emp9544,0.57,0.83,5,189,3,0,0,0,support,low
emp9545,0.33,0.58,3,115,3,0,0,0,technical,low
emp9546,0.97,0.58,4,159,3,0,0,0,technical,low
emp9547,0.95,0.58,5,133,3,0,0,0,technical,low
emp9548,0.69,0.83,5,225,3,0,0,0,management,low
emp9549,0.97,0.91,2,112,5,0,0,0,IT,low
emp9550,0.4,0.59,3,111,4,1,0,0,IT,low
emp9551,0.67,0.71,4,178,6,0,0,0,IT,low
emp9552,0.96,0.58,5,178,3,0,0,0,IT,low
emp9553,0.49,0.95,2,181,4,1,0,0,IT,low
emp9554,0.56,0.66,3,139,2,0,0,0,product_mng,low
emp9555,0.99,0.78,2,177,4,0,0,0,product_mng,low
emp9556,0.49,0.88,4,270,3,0,0,0,product_mng,low
emp9557,0.53,0.69,4,135,3,0,0,0,product_mng,low
emp9558,0.75,0.5,4,166,4,0,0,0,IT,low
emp9559,0.51,0.89,3,230,4,0,0,0,marketing,low
emp9560,0.65,0.9,3,163,3,1,0,0,marketing,medium
emp9561,0.45,0.66,2,236,3,0,0,0,marketing,medium
emp9562,0.98,0.91,3,264,4,1,0,0,marketing,medium
emp9563,0.9,0.74,3,185,2,0,0,0,marketing,medium
emp9564,0.37,0.62,4,253,2,0,0,0,marketing,medium
emp9565,0.52,0.99,4,253,3,0,0,0,marketing,medium
emp9566,0.96,0.78,3,135,3,0,0,0,sales,medium
emp9567,0.99,0.7,2,182,4,0,0,0,accounting,medium
emp9568,0.66,0.56,5,202,3,0,0,0,support,medium
emp9569,0.84,0.54,5,186,2,0,0,0,technical,medium
emp9570,0.16,0.87,5,163,3,0,0,0,management,medium
emp9571,0.75,0.59,3,242,3,0,0,0,marketing,medium
emp9572,0.52,0.74,3,160,2,0,0,0,marketing,high
emp9573,0.86,0.86,3,173,3,0,0,0,marketing,low
emp9574,0.75,0.53,3,154,2,0,0,0,sales,medium
emp9575,0.73,0.99,3,160,3,0,0,0,sales,medium
emp9576,0.98,0.84,3,139,2,0,0,0,sales,medium
emp9577,0.8,0.84,3,251,3,0,0,0,sales,medium
emp9578,0.18,0.48,4,176,4,1,0,0,sales,low
emp9579,0.37,0.72,2,163,3,0,0,0,sales,low
emp9580,0.97,0.86,3,257,4,0,0,0,sales,low
emp9581,0.56,0.68,4,159,3,0,0,0,sales,low
emp9582,0.32,0.65,2,183,3,0,0,0,sales,low
emp9583,0.63,0.88,4,260,2,0,0,0,sales,low
emp9584,0.36,0.78,6,151,3,0,0,0,sales,low
emp9585,0.75,0.49,4,246,3,1,0,0,sales,low
emp9586,0.42,0.86,3,160,4,1,0,0,sales,low
emp9587,0.96,0.66,3,155,2,0,0,0,sales,low
emp9588,0.62,0.78,5,250,6,0,0,0,sales,low
emp9589,0.78,0.96,2,174,3,0,0,0,sales,low
emp9590,0.93,0.89,3,262,2,0,0,0,sales,low
emp9591,0.93,0.87,4,257,2,0,0,0,sales,low
emp9592,0.45,0.42,4,140,2,0,0,0,sales,low
emp9593,0.44,0.56,3,123,3,0,0,0,accounting,medium
emp9594,0.57,0.55,3,264,2,0,0,0,accounting,medium
emp9595,0.77,0.51,2,254,5,0,0,0,accounting,medium
emp9596,0.6,0.98,4,205,4,0,0,0,hr,medium
emp9597,0.25,0.94,6,199,4,0,0,0,hr,medium
emp9598,0.59,0.43,3,171,3,0,0,0,hr,medium
emp9599,0.29,0.57,5,98,5,0,0,0,hr,medium
emp9600,0.5,0.95,3,166,4,1,0,0,technical,low
emp9601,0.91,0.94,4,264,4,0,0,0,technical,low
emp9602,0.78,0.65,3,176,2,0,0,0,technical,low
emp9603,0.73,0.76,2,166,3,0,0,0,technical,low
emp9604,0.51,0.59,4,169,3,0,0,0,technical,low
emp9605,0.65,0.82,4,257,3,0,0,0,technical,low
emp9606,0.25,0.87,3,265,4,0,0,0,technical,low
emp9607,0.5,0.63,5,167,2,0,0,0,technical,low
emp9608,0.53,0.58,4,134,2,0,0,0,technical,low
emp9609,0.57,0.76,2,176,3,0,0,0,technical,low
emp9610,0.77,0.91,5,274,3,0,0,0,technical,low
emp9611,0.94,0.77,3,201,3,0,0,0,support,low
emp9612,0.5,0.53,3,121,4,0,0,0,support,low
emp9613,0.47,0.57,3,97,4,0,0,0,support,low
emp9614,0.92,0.54,4,217,4,0,0,0,support,low
emp9615,0.9,0.87,3,220,3,0,0,0,support,low
emp9616,0.54,0.46,2,98,4,0,0,0,support,low
emp9617,0.58,0.97,5,265,3,0,0,0,support,low
emp9618,0.95,0.87,3,201,3,0,0,0,support,low
emp9619,0.52,0.71,3,151,3,0,0,0,support,low
emp9620,0.83,0.51,4,199,3,0,0,0,support,low
emp9621,0.54,0.92,4,175,3,0,0,0,support,low
emp9622,0.8,0.85,5,253,3,1,0,0,technical,low
emp9623,0.52,0.57,3,183,2,0,0,0,technical,low
emp9624,0.83,0.8,5,223,3,0,0,0,technical,low
emp9625,0.74,0.55,5,168,4,0,0,0,management,low
emp9626,0.87,0.71,5,244,2,0,0,0,IT,low
emp9627,0.45,0.87,2,268,4,1,0,0,IT,low
emp9628,0.72,0.72,4,218,4,0,0,0,IT,low
emp9629,0.27,0.85,2,277,6,1,0,0,IT,low
emp9630,0.51,0.88,5,225,2,1,0,0,IT,low
emp9631,0.55,0.55,4,257,3,0,0,0,product_mng,low
emp9632,0.89,0.69,4,170,3,0,0,0,product_mng,low
emp9633,0.85,0.86,3,179,3,0,0,0,product_mng,low
emp9634,0.29,0.85,4,211,2,0,0,0,product_mng,low
emp9635,0.96,0.5,3,217,2,1,0,0,IT,low
emp9636,0.9,0.68,3,135,3,0,0,0,RandD,low
emp9637,0.28,0.94,6,167,3,1,0,0,RandD,low
emp9638,0.93,0.98,4,189,3,0,0,0,RandD,medium
emp9639,0.51,0.57,3,162,3,1,0,0,RandD,medium
emp9640,0.97,0.76,3,193,3,0,0,0,RandD,medium
emp9641,0.71,0.55,4,273,3,1,0,0,RandD,medium
emp9642,0.52,0.69,6,138,5,0,0,0,marketing,medium
emp9643,0.87,0.84,4,237,3,1,0,0,sales,medium
emp9644,0.78,0.61,5,260,2,0,0,0,accounting,medium
emp9645,0.57,0.82,3,149,5,1,0,0,support,medium
emp9646,0.34,0.49,4,149,3,0,0,0,technical,medium
emp9647,0.95,0.95,4,137,4,0,0,0,management,medium
emp9648,0.72,0.73,5,167,3,0,0,0,marketing,medium
emp9649,0.61,0.37,4,165,6,0,0,0,marketing,medium
emp9650,0.39,0.39,2,131,2,0,0,0,marketing,high
emp9651,0.72,0.59,5,138,2,0,0,0,sales,low
emp9652,0.86,0.91,4,234,3,1,0,0,sales,medium
emp9653,0.69,0.67,4,141,3,0,0,0,sales,medium
emp9654,0.5,0.65,4,266,3,1,0,0,sales,medium
emp9655,0.62,0.68,3,134,2,0,0,0,sales,medium
emp9656,0.76,0.55,4,147,3,0,0,0,sales,low
emp9657,0.97,0.88,4,237,4,0,0,0,sales,low
emp9658,0.78,0.57,5,114,4,0,0,0,sales,low
emp9659,0.81,0.89,4,166,2,1,0,0,sales,low
emp9660,0.15,0.95,4,173,5,1,0,0,sales,low
emp9661,0.72,0.5,3,205,3,1,0,0,sales,low
emp9662,0.8,0.5,3,219,3,0,0,0,sales,low
emp9663,0.76,0.74,3,173,2,0,0,0,sales,low
emp9664,0.19,0.73,4,231,3,0,0,0,sales,low
emp9665,0.75,0.75,5,133,2,0,0,0,sales,low
emp9666,0.94,0.49,4,220,3,0,0,0,sales,low
emp9667,0.93,0.59,5,158,3,0,0,0,sales,low
emp9668,0.96,0.92,3,182,4,0,0,0,sales,low
emp9669,0.14,0.57,6,275,5,0,0,0,sales,low
emp9670,0.75,0.71,3,237,3,1,0,0,accounting,low
emp9671,0.6,0.59,5,146,4,0,0,0,accounting,low
emp9672,0.65,0.48,4,144,3,0,0,0,accounting,low
emp9673,0.59,0.79,2,195,3,0,0,0,hr,low
emp9674,0.93,0.78,5,191,4,0,0,0,hr,medium
emp9675,0.5,1,3,149,2,0,0,0,hr,medium
emp9676,0.62,0.55,4,137,3,1,0,0,hr,medium
emp9677,0.24,0.58,3,184,5,1,0,0,technical,medium
emp9678,0.66,0.87,4,139,3,0,0,0,technical,medium
emp9679,0.55,0.95,4,249,4,0,0,0,technical,medium
emp9680,0.91,0.66,3,168,3,0,0,0,technical,medium
emp9681,0.59,0.51,2,145,5,0,0,0,technical,medium
emp9682,0.74,0.54,5,221,3,0,0,0,technical,medium
emp9683,0.43,0.51,2,123,3,0,0,0,technical,medium
emp9684,0.85,0.99,6,153,6,0,0,0,technical,medium
emp9685,0.46,0.54,3,183,4,0,0,0,technical,medium
emp9686,0.48,0.56,4,271,3,0,0,0,technical,high
emp9687,0.96,1,4,167,2,1,0,0,technical,low
emp9688,0.55,0.9,4,177,3,0,0,0,support,medium
emp9689,0.82,0.74,3,256,3,1,0,0,support,medium
emp9690,0.24,0.65,3,143,4,0,0,0,support,medium
emp9691,0.69,0.71,3,241,3,0,0,0,support,medium
emp9692,0.29,0.68,4,210,3,0,0,0,support,low
emp9693,0.53,0.7,4,155,5,1,0,0,support,low
emp9694,0.65,0.77,2,248,3,0,0,0,support,low
emp9695,0.57,0.53,3,162,3,0,0,0,support,low
emp9696,0.6,0.5,4,137,3,0,0,0,support,low
emp9697,0.79,0.55,5,242,2,0,0,0,support,low
emp9698,0.41,0.5,6,257,6,1,0,0,support,low
emp9699,0.79,0.72,5,245,3,1,0,0,technical,low
emp9700,0.5,0.8,3,234,3,0,0,0,technical,low
emp9701,0.8,0.76,4,135,2,0,0,0,technical,low
emp9702,0.61,0.79,5,269,2,0,0,0,management,low
emp9703,0.99,0.68,4,238,3,0,0,0,IT,low
emp9704,0.77,0.86,3,101,5,0,0,0,IT,low
emp9705,0.7,0.52,5,200,2,1,0,0,IT,low
emp9706,0.55,0.87,3,241,4,0,0,0,IT,low
emp9707,0.87,0.63,3,143,3,1,0,0,IT,low
emp9708,0.97,0.6,3,169,2,1,0,0,product_mng,low
emp9709,0.56,0.99,4,270,2,0,0,0,product_mng,low
emp9710,0.99,0.81,4,246,3,1,0,0,product_mng,low
emp9711,0.57,0.66,4,151,2,0,0,0,product_mng,low
emp9712,1,0.84,3,227,3,0,0,0,IT,low
emp9713,0.97,0.74,3,134,3,1,0,0,marketing,high
emp9714,0.81,0.54,4,155,4,0,0,0,accounting,high
emp9715,0.76,0.48,5,173,3,0,0,0,accounting,high
emp9716,0.95,0.55,5,134,3,0,0,0,IT,medium
emp9717,0.81,0.65,3,195,2,0,0,0,IT,medium
emp9718,0.8,0.65,3,264,4,0,0,0,management,high
emp9719,0.72,0.57,3,203,2,1,0,0,marketing,medium
emp9720,0.68,0.65,3,243,2,0,0,0,sales,medium
emp9721,0.21,0.61,6,159,5,1,0,0,accounting,medium
emp9722,0.46,0.4,3,145,2,0,0,0,support,medium
emp9723,0.8,0.7,3,238,2,0,0,0,technical,medium
emp9724,0.57,0.64,4,151,2,0,0,0,management,medium
emp9725,0.58,0.57,5,205,2,0,0,0,marketing,high
emp9726,0.91,1,4,211,3,0,0,0,marketing,low
emp9727,0.63,0.67,5,169,2,0,0,0,marketing,medium
emp9728,0.95,0.86,2,263,4,0,0,0,sales,medium
emp9729,0.87,0.67,5,143,3,0,0,0,sales,medium
emp9730,0.22,0.53,5,160,4,1,0,0,sales,medium
emp9731,0.95,0.65,5,142,2,1,0,0,sales,low
emp9732,0.18,0.5,4,169,4,0,0,0,sales,low
emp9733,0.87,0.63,5,214,3,0,0,0,sales,low
emp9734,0.23,0.84,5,131,5,0,0,0,sales,low
emp9735,0.93,0.69,3,213,4,0,0,0,sales,low
emp9736,0.58,0.75,4,244,4,0,0,0,sales,low
emp9737,0.68,0.55,4,169,3,1,0,0,sales,low
emp9738,0.76,0.71,4,156,3,0,0,0,sales,low
emp9739,0.68,0.84,5,161,3,0,0,0,sales,low
emp9740,0.99,0.47,3,152,5,0,0,0,sales,low
emp9741,0.64,0.55,3,201,2,0,0,0,sales,low
emp9742,0.61,0.83,5,269,5,1,0,0,sales,low
emp9743,0.51,0.5,5,242,2,0,0,0,sales,low
emp9744,0.69,0.66,3,113,4,0,0,0,sales,low
emp9745,0.85,0.6,3,251,2,0,0,0,sales,low
emp9746,0.55,0.89,6,99,3,0,0,0,sales,low
emp9747,0.56,0.89,4,263,3,0,0,0,accounting,low
emp9748,0.69,0.68,4,214,4,0,0,0,accounting,low
emp9749,0.61,0.46,4,172,3,0,0,0,accounting,low
emp9750,0.47,0.65,4,172,2,0,0,0,hr,low
emp9751,0.58,0.79,4,196,3,1,0,0,hr,low
emp9752,0.16,0.56,5,152,5,0,0,0,hr,medium
emp9753,0.53,0.64,2,109,3,0,0,0,hr,medium
emp9754,0.82,0.82,5,193,4,0,0,0,technical,medium
emp9755,0.68,0.61,4,227,3,0,0,0,technical,medium
emp9756,0.6,0.72,3,181,2,0,0,0,technical,medium
emp9757,0.93,0.44,5,190,5,0,0,0,technical,medium
emp9758,0.58,0.49,2,107,3,0,0,0,technical,medium
emp9759,0.61,0.96,4,161,3,1,0,0,technical,medium
emp9760,0.74,0.71,4,243,3,0,0,0,technical,medium
emp9761,0.88,0.91,3,157,2,0,0,0,technical,medium
emp9762,0.94,0.8,6,147,3,0,0,0,technical,medium
emp9763,0.44,0.46,3,121,3,0,0,0,technical,medium
emp9764,0.73,0.52,3,274,2,0,0,0,technical,high
emp9765,0.9,0.68,4,204,4,1,0,0,support,low
emp9766,0.97,0.49,3,199,2,0,0,0,support,medium
emp9767,0.86,0.96,5,246,3,0,0,0,support,medium
emp9768,0.81,0.98,3,141,3,0,0,0,support,medium
emp9769,0.24,0.76,6,213,4,0,0,0,support,medium
emp9770,0.92,0.97,4,199,3,0,0,0,support,low
emp9771,0.34,0.62,2,257,6,1,0,0,support,low
emp9772,0.95,0.53,4,143,3,0,0,0,support,low
emp9773,0.94,0.81,3,150,2,0,0,0,support,low
emp9774,0.54,0.82,3,284,2,1,0,0,support,low
emp9775,0.87,0.57,3,149,3,0,0,0,support,low
emp9776,0.54,0.74,4,160,6,0,0,0,technical,low
emp9777,0.75,0.49,4,208,4,0,0,0,technical,low
emp9778,0.88,1,3,248,3,0,0,0,technical,medium
emp9779,0.78,0.86,3,210,3,0,0,0,management,medium
emp9780,0.88,0.71,5,219,2,0,0,0,IT,medium
emp9781,0.51,0.94,4,155,3,0,0,0,IT,medium
emp9782,0.31,0.7,4,182,3,0,0,0,IT,medium
emp9783,0.22,1,6,244,3,0,0,0,IT,medium
emp9784,0.56,0.83,5,157,3,0,0,0,IT,medium
emp9785,0.38,0.63,2,182,2,0,0,0,product_mng,medium
emp9786,0.56,0.47,5,185,4,0,0,0,product_mng,medium
emp9787,0.55,0.9,4,206,3,0,0,0,product_mng,medium
emp9788,0.74,0.99,4,156,3,0,0,0,product_mng,medium
emp9789,0.64,0.92,5,211,2,1,0,0,IT,medium
emp9790,0.69,0.91,6,247,6,0,0,0,RandD,medium
emp9791,0.99,0.54,3,247,3,0,0,0,RandD,medium
emp9792,0.66,0.75,4,235,3,0,0,0,RandD,medium
emp9793,0.79,0.93,5,169,3,0,0,0,RandD,medium
emp9794,0.92,0.54,3,246,3,0,0,0,RandD,medium
emp9795,0.84,0.49,3,172,4,0,0,0,RandD,medium
emp9796,0.31,0.59,4,218,5,0,0,0,marketing,medium
emp9797,0.34,0.52,6,265,6,0,0,0,sales,medium
emp9798,0.88,0.96,5,173,4,0,0,0,accounting,medium
emp9799,0.8,0.84,3,195,3,0,0,0,support,medium
emp9800,0.75,0.92,3,160,3,1,0,0,technical,medium
emp9801,0.71,0.7,4,237,4,0,0,0,management,medium
emp9802,0.66,0.49,3,206,2,0,0,0,marketing,medium
emp9803,0.54,0.72,6,222,5,0,0,0,marketing,high
emp9804,0.47,0.4,3,113,3,0,0,0,marketing,high
emp9805,0.87,0.79,3,244,3,0,0,0,sales,high
emp9806,0.9,0.52,3,162,2,0,0,0,sales,high
emp9807,0.51,0.63,3,234,2,0,0,0,sales,high
emp9808,0.62,0.71,4,168,2,0,0,0,sales,high
emp9809,0.47,0.43,3,120,3,0,0,0,sales,high
emp9810,0.59,0.94,5,274,2,0,0,0,sales,high
emp9811,0.87,0.62,4,202,3,0,0,0,sales,high
emp9812,0.59,0.97,3,209,3,0,0,0,sales,high
emp9813,0.87,0.71,6,224,6,0,0,0,sales,high
emp9814,0.89,0.93,3,168,2,0,0,0,sales,high
emp9815,0.73,0.68,4,227,3,0,0,0,sales,low
emp9816,0.79,0.98,3,217,3,0,0,0,sales,low
emp9817,0.8,0.74,2,205,3,1,0,0,sales,low
emp9818,0.73,0.89,5,223,3,0,0,0,sales,low
emp9819,0.96,0.9,3,175,3,1,0,0,sales,low
emp9820,0.66,0.96,3,175,2,0,0,0,sales,low
emp9821,0.53,0.97,4,254,3,0,0,0,sales,low
emp9822,0.86,0.56,5,215,2,0,0,0,sales,low
emp9823,0.92,0.86,3,166,4,0,0,0,sales,low
emp9824,0.31,0.95,5,205,3,0,0,0,accounting,low
emp9825,0.69,0.73,4,233,2,0,0,0,accounting,low
emp9826,0.7,0.83,3,189,3,0,0,0,accounting,low
emp9827,0.63,0.74,4,202,3,0,0,0,hr,low
emp9828,0.24,0.53,6,165,5,0,0,0,hr,low
emp9829,0.13,0.94,4,213,5,1,0,0,hr,low
emp9830,0.47,0.41,2,140,3,0,0,0,hr,medium
emp9831,0.53,0.58,4,251,2,0,0,0,technical,medium
emp9832,0.96,0.96,5,243,3,0,0,0,technical,medium
emp9833,0.92,0.88,4,111,4,0,0,0,technical,medium
emp9834,0.56,0.59,3,178,2,0,0,0,technical,medium
emp9835,0.51,0.88,5,230,4,0,0,0,technical,medium
emp9836,0.22,0.85,6,172,6,1,0,0,technical,medium
emp9837,0.83,0.92,3,268,2,1,0,0,technical,medium
emp9838,0.85,0.48,2,208,4,0,0,0,technical,medium
